count,county_fips,hhpop,horate,medhhincome,AdjCount,UnadjCount
388,13001,6156.342,0.665111198,40000,0,0
389,13003,3027.75,0.696342168,35600,0,0
390,13005,3996.63,0.696342168,35600,0,0
391,13007,1222.228,0.597099723,34000,0,0
392,13009,16128.244,0.71594403,40800,0,0
393,13011,6661.416,0.698924073,41210,0,0
394,13013,24362.682,0.703680161,55100,0,0
395,13015,37016,0.614004755,51400,0,0
396,13017,6319.125,0.654634146,39200,0,0
397,13019,6918.75,0.654634146,39200,0,0
398,13021,59976,0.54203348,37900,0,0
399,13023,4601.506,0.697583356,34000,0,0
400,13025,6600.495,0.696342168,35600,0,0
401,13027,5811.75,0.654634146,39200,0,0
402,13029,10941.28,0.539947794,41700,4,4
403,13031,26006.528,0.606705516,42500,0,0
404,13033,8025.465,0.670547563,32400,0,0
405,13035,8249.094,0.65762628,41400,0,0
406,13037,2400.805,0.597099723,34000,0,0
407,13039,20891.85,0.596723124,46700,7,7
408,13043,3893.582,0.697583356,34000,0,0
409,13045,41251,0.59714916,40000,0,0
410,13047,23926.845,0.732674325,46200,0,0
411,13049,4359.96,0.696342168,35600,0,0
412,13051,108248,0.500055428,48000,8,8
413,13053,4287.192,0.463876589,42000,8,8
414,13055,9701.844,0.732674325,46200,0,0
415,13057,82663,0.784825133,75000,0,0
416,13059,46556,0.379113326,32700,0,0
417,13061,1133.882,0.656204967,34000,1,2
418,13063,90373,0.518716873,43300,8,8
419,13065,2422.2,0.696342168,35600,0,0
420,13067,274468,0.626251512,68000,0,0
421,13069,15259.86,0.696342168,35600,0,0
422,13071,16378.901,0.709266208,36000,0,0
423,13073,46821,0.757437902,75000,0,0
424,13075,6134.625,0.654634146,39200,0,0
425,13077,50353,0.72498163,64000,0,0
426,13079,4462.36,0.71594403,40800,0,0
427,13081,8235.564,0.656204967,34000,0,0
428,13083,6227.535,0.732674325,46200,0,0
429,13085,8971.725,0.757231748,46200,0,0
430,13087,9996.079,0.597099723,34000,0,0
431,13089,275961.566,0.530606012,54600,8,8
432,13091,7686.032,0.697583356,34000,0,0
433,13093,5251.664,0.656204967,34000,0,0
434,13095,34546.82,0.488565952,39600,0,0
435,13097,48493,0.63720537,58000,0,0
436,13099,3928.59,0.597099723,34000,0,0
437,13101,1453.32,0.696342168,35600,2,3
438,13103,19352.514,0.606705516,42500,0,0
439,13105,8073.18,0.751020044,41600,0,0
440,13107,7989.428,0.697583356,34000,0,0
441,13109,3726.207,0.665111198,40000,0,0
442,13111,8899.878,0.74572775,45000,0,0
443,13113,39707,0.819125091,79000,0,0
444,13115,34674.798,0.594172459,39700,0,0
445,13117,70032,0.824780101,91000,0,0
446,13119,8032.884,0.698924073,41210,0,0
447,13121,393463.434,0.502867908,60000,0,0
448,13123,10693.137,0.74572775,45000,0,0
449,13125,1076.04,0.670547563,32400,0,0
450,13127,32889.741,0.596723124,46700,8,8
451,13129,20788.521,0.74572775,45000,0,0
452,13131,8992.106,0.597099723,34000,0,0
453,13133,6413.693,0.751020044,41600,0,0
454,13135,284631,0.632921221,61200,0,0
455,13137,15624.939,0.698924073,41210,0,0
456,13139,63989,0.650127366,53000,0,0
457,13141,3228.12,0.670547563,32400,0,0
458,13143,10378.443,0.594172459,39700,0,0
459,13145,11279.142,0.656204967,34000,0,0
460,13147,9159.447,0.698924073,41210,0,0
461,13149,4442.139,0.59059183,41000,0,0
462,13151,71681,0.729970285,68000,0,0
463,13153,55602.612,0.637729411,53000,0,0
464,13155,3413.25,0.654634146,39200,0,0
465,13157,21260.318,0.703680161,55100,0,0
466,13159,5041.08,0.730605346,54000,0,0
467,13161,5076.282,0.665111198,40000,0,0
468,13163,5828.55,0.670547563,32400,0,0
469,13165,2869.44,0.670547563,32400,0,0
470,13167,3539.62,0.697583356,34000,0,0
471,13169,10072.184,0.71594403,40800,0,0
472,13171,6357.582,0.65762628,41400,0,0
473,13173,3633.3,0.696342168,35600,0,0
474,13175,17141.874,0.697583356,34000,0,0
475,13177,10319.18,0.488565952,39600,0,0
476,13179,22937.612,0.539947794,41700,8,8
477,13181,2734.935,0.670547563,32400,0,0
478,13183,5236.184,0.539947794,41700,5,5
479,13185,37760,0.50095339,35000,0,0
480,13187,12047.745,0.757231748,46200,0,0
481,13189,7532.28,0.670547563,32400,0,0
482,13191,5909.409,0.596723124,46700,8,8
483,13193,5191.986,0.656204967,34000,0,0
484,13195,11257.601,0.751020044,41600,0,0
485,13197,3103.256,0.656204967,34000,0,0
486,13199,8276.806,0.59059183,41000,0,0
487,13201,2182.55,0.597099723,34000,0,0
488,13205,8424.643,0.597099723,34000,0,0
489,13207,9307.208,0.71594403,40800,0,0
490,13209,3078.171,0.665111198,40000,0,0
491,13211,6511.395,0.730605346,54000,0,0
492,13213,14943.825,0.74572775,45000,0,0
493,13215,72269.808,0.463876589,42000,7,7
494,13217,35979.12,0.654604671,51300,0,0
495,13219,13141.343,0.751020044,41600,0,0
496,13221,5965.183,0.751020044,41600,0,0
497,13223,50671,0.773045726,60000,0,0
498,13225,9753.444,0.71594403,40800,0,0
499,13227,11091.639,0.74572775,45000,0,0
500,13229,6721.605,0.696342168,35600,0,0
501,13231,6199.956,0.65762628,41400,0,0
502,13233,14937.759,0.594172459,39700,0,0
503,13235,4769.388,0.637729411,53000,0,0
504,13237,7458.516,0.71594403,40800,0,0
505,13239,895.17,0.656204967,34000,8,8
506,13241,6562.176,0.757231748,46200,0,0
507,13243,2685.51,0.656204967,34000,0,0
508,13245,71156,0.55871606,42300,0,0
509,13247,30648.88,0.654604671,51300,1,1
510,13249,1790.34,0.656204967,34000,0,0
511,13251,5384.164,0.606705516,42500,0,0
512,13253,3142.872,0.597099723,34000,0,0
513,13255,22277.808,0.65762628,41400,0,0
514,13257,9502.314,0.698924073,41210,0,0
515,13259,2148.408,0.656204967,34000,0,0
516,13261,11517.854,0.656204967,34000,0,0
517,13263,2387.12,0.656204967,34000,0,0
518,13265,582.855,0.670547563,32400,5,5
519,13267,8586.477,0.665111198,40000,0,0
520,13269,3103.256,0.656204967,34000,0,0
521,13271,5562.309,0.665111198,40000,0,0
522,13273,3361.127,0.597099723,34000,0,0
523,13275,16097.2,0.709266208,36000,0,0
524,13277,14344.875,0.654634146,39200,0,0
525,13279,9180.51,0.665111198,40000,0,0
526,13281,4203.894,0.757231748,46200,0,0
527,13283,2427.168,0.697583356,34000,0,0
528,13285,25248.055,0.59059183,41000,0,0
529,13287,3182.625,0.654634146,39200,0,0
530,13289,3187.4,0.71594403,40800,0,0
531,13291,8561.589,0.757231748,46200,0,0
532,13293,9457.56,0.65762628,41400,0,0
533,13295,25696.776,0.732674325,46200,0,0
534,13297,30456.525,0.730605346,54000,0,0
535,13299,13079.88,0.696342168,35600,0,0
536,13301,2017.575,0.670547563,32400,0,0
537,13303,7308.105,0.670547563,32400,0,0
538,13305,10152.564,0.665111198,40000,0,0
539,13307,954.848,0.656204967,34000,0,0
540,13309,2484.138,0.665111198,40000,0,0
541,13311,10919.871,0.757231748,46200,0,0
542,13313,34544,0.595009264,45000,0,0
543,13315,3286.79,0.697583356,34000,0,0
544,13317,3631.635,0.670547563,32400,0,0
545,13319,3378.644,0.71594403,40800,0,0
546,13321,7807.142,0.709266208,36000,0,0
547,15001,64201,0.677403779,59520,8,8
548,15003,307518,0.542911309,78000,0,0
549,15005,NA,NA,NA,0,0
550,15007,22346.188,0.593399465,71200,0,0
551,15009,51573.818,0.593399465,71200,0,0
552,16001,159795.148,0.65933256,56000,0,0
553,16003,1581.18,0.74950733,47300,0,0
554,16005,29465.623,0.685856125,45000,0,0
555,16007,2107.824,0.685856125,45000,0,0
556,16009,3866.4,0.674901717,41600,0,0
557,16011,13619.911,0.705821059,47400,2,2
558,16013,7711.72,0.662831379,47200,0,0
559,16015,2787.87,0.74950733,47300,0,0
560,16017,17012.16,0.674901717,41600,0,0
561,16019,36702,0.691488202,51600,0,0
562,16021,4591.35,0.674901717,41600,0,0
563,16023,1123.47,0.74950733,47300,0,0
564,16025,405.88,0.662831379,47200,0,0
565,16027,69872.296,0.726926506,45000,8,8
566,16029,2459.128,0.685856125,45000,0,0
567,16031,8712.763,0.693405525,45000,0,0
568,16033,374.49,0.74950733,47300,0,0
569,16035,3453.63,0.74950733,47300,0,0
570,16037,1747.62,0.74950733,47300,0,0
571,16039,9741.12,0.662831379,47200,0,0
572,16041,4566.952,0.685856125,45000,0,0
573,16043,3909.456,0.707420163,48000,0,0
574,16045,6529.034,0.779275464,45800,0,0
575,16047,5560.556,0.662831379,47200,0,0
576,16049,6449.55,0.74950733,47300,0,0
577,16051,7703.928,0.707420163,48000,0,0
578,16053,8077.012,0.662831379,47200,0,0
579,16055,58890.86,0.68701588,48000,0,0
580,16057,15513.93,0.674901717,41600,0,0
581,16059,3120.75,0.74950733,47300,0,0
582,16061,1497.96,0.74950733,47300,0,0
583,16063,1867.048,0.662831379,47200,0,0
584,16065,11076.792,0.707420163,48000,0,0
585,16067,7224.664,0.662831379,47200,0,0
586,16069,15520.53,0.74950733,47300,0,0
587,16071,1536.955,0.685856125,45000,0,0
588,16073,4032.392,0.711809765,42300,0,0
589,16075,8843.122,0.779275464,45800,0,0
590,16077,2766.519,0.685856125,45000,0,0
591,16079,5316.3,0.674901717,41600,8,8
592,16081,2989.584,0.707420163,48000,0,0
593,16083,29334.237,0.693405525,45000,0,0
594,16085,3911.34,0.74950733,47300,0,0
595,16087,3967.008,0.779275464,45800,0,0
596,17001,26793.18,0.753842732,44800,0,0
597,17003,3161.116,0.752632931,42200,0,0
598,17005,6537.75,0.769874957,48400,0,0
599,17007,19917.827,0.751549654,59000,0,0
600,17009,2787.21,0.753842732,44800,0,0
601,17011,13606.362,0.752283454,51000,0,0
602,17013,1947.855,0.764073815,48400,0,0
603,17015,6156.236,0.741158071,49400,0,0
604,17017,5287.035,0.764073815,48400,0,0
605,17019,79674,0.556329543,50000,1,2
606,17021,13599.215,0.784789784,55200,0,0
607,17023,6536.928,0.741703136,47500,0,0
608,17025,5527.872,0.741703136,47500,0,0
609,17027,13912.332,0.769874957,48400,0,0
610,17029,20716.002,0.685201952,50000,0,0
611,17031,1954707,0.557909702,56400,0,0
612,17033,7940.832,0.741703136,47500,0,0
613,17035,4254.534,0.685201952,50000,0,0
614,17037,36946,0.578492936,56000,0,0
615,17039,6481.328,0.784789784,55200,0,0
616,17041,7674.066,0.685201952,50000,0,0
617,17043,338849,0.731237218,81500,4,4
